text,label,id
"वैक्सीनेशन से आप भी सुरक्षित, आपका परिवार भी सुरक्षित…!  वैक्सीन ज़रूर लगवायें!!  #CovidVaccine  #COVID19  #COVIDSecondWave",NOT,137
We all have that Coworker that likes to get a little too fierce with they answers and you just be like andddd top of the list when I air this bitch out https://t.co/Ja3b2EZ9ky,HOF,138
#राष्ट्रपति_जी_बंगाल_संभालो #Justice_for_sarswati_jana  #BengalBurning #BengalViolence #intellectualmutism https://t.co/FN8yVzEwZ5,NOT,139
"भाजपा कार्यकर्ताओं की हत्या, महिला कार्यकर्ताओं संग बदसलूकी क्या यही सब ममता बनर्जी द्वारा अपने कार्यकर्ताओं को सिखाया गया है।  ये द्वेष की राजनीति ठीक नही है– ठीक नहीं है।  #ममता_की_निर्ममता #BengalBurning  #bangalviolence  #ममता_बनर्जी_हत्याएं_बंद_करो  #ArrestMamataBanerjee https://t.co/sIRe8yHyX8",NOT,140
जब तुम पजामा पहनना सीखे भी नहीं थे तब साहब ने तुम्हारी माँ को ताज पहनाया था भूल गए @yadavtejashwi @TejYadav14 #IStandwithOsamaSahab   #JusticeForShahabuddin  #boycottRJD,NOT,141
Rahatani News : स्पा सेंटर मध्ये वेश्या व्यवसाय चालवणाऱ्या महिलेवर गुन्हा; तीन महिलांची सुटका https://t.co/GXPLJg9p14,NOT,142
"@RationalPrabal @noranbeatz @rkrai1279 @ArvindKejriwal चलो प्रबल भाई मान ली आपकी बात, एक कमीने और उसकी पार्टी के चक्कर में  किसी भले मानस से क्या बहस करनी!! आपका दिन शुभ हो!!",NOT,143
#airtel गधा कम्पनी,HOF,144
"@narendramodi @PMOIndia Congrats Mr. Modi, you have managed to sho away our only hope. The biggest Jumala of Make In India has also failed #ResignModi #Resign_PM_Modi https://t.co/enD8kywPdX",HOF,145
@BJP4UP नगर कमेटी कायमगंज ने पश्चिम बंगाल में @BJP4India कार्यकर्ताओं के उत्पीड़न @AITCofficial के द्वारा होने पर तहसील कायमगंज में धरना दिया। राष्ट्रपति के लिए ज्ञापन एसडीएम(SDM) कायमगंज को दिया। @JPNadda @blsanthosh @swatantrabjp @sunilbansalbjp #BengalViolence #BengalBurning https://t.co/cxMKWrmBW5,NOT,146
"Everyone makes mistake... and so did BJP, but the most disappointing thing is arrogant behaviour by BJP minster. just saw video of yogi ji saying there is no oxygen shortage in UP. Such a shame... #YogiJhootaHai #ResignModi #OxygenShortage #OxygenCrisis #PMCaresFund_à¤•à¤¾_à¤¹à¤¿à¤¸à¤¾à¤¬_à¤¦à¥‹",HOF,147
@Convoy_64 Iâ€™d fuck the shit outta Natsuki,HOF,148
ममता को चोट लगी.. ब्रेकिंग न्यूज़ बन गई ।   और BJP के सैकड़ों कार्यकर्ता मरवा दिये किसी को खबर तक नही ??🤔 #BengalViolence #BengalBurning https://t.co/0JVJ5DXfXr,NOT,149
@narendramodi जी #बंगाल_हिंसा पर आपका कायराना रवैया #प्रधानमंत्री पद की गरिमा को धूमिल करता है।  @AmitShah @PMOIndia #BengalBurning #BengalViolence,HOF,150
This account is not of my son Nitin it is of my pet Donkey named neeraj https://t.co/BHHheL6scr,HOF,151
Another wanker scared of women 😹 https://t.co/cXXntZ6Pwu,HOF,152
मोदी भारत के प्रधानमंत्री बनते हैं तो यह भारत के लिए डिजास्टर होगा ! मनमोहन सिंह जी यह भविष्यवाणी आज सच हो गई है! 🤔🤔🤔 @INCIndia @AamAadmiParty @BJP4Delhi @RSSorg @OfficeOfLGJandK #Jammu #FightAgainstCOVID19  #AndhBhakt #deshbacho #ModiResign #ModiKaVaccineJumla https://t.co/9yHs1TVWal,NOT,153
This is the most humble and deeply saddening piece I’ve read recently calling for #ResignModi.   By Arundhati Roy: We need a government https://t.co/SJSWZYdM0C via @scroll_in,NOT,154
@TheShudra @Sumitchauhaan @TheNewsBeak मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,155
"देश आज महिला शशक्ति पे जोर दे रहा है, लेकिन हमारे up बिहार में भोजपुरी संगीत के नाम पर फूहड़ गाने लड़कियों के नाम पर गया जाता है।कितना दुख होता है किसी परिवार को जब उसकी बहन बेटी के नाम से फूहड़ गाने बजते हैं। कृपया इसपे सोचकर उचित निर्णय ले🙏🙏 @officecmbihar  @myogiadityanath",NOT,156
@BukayoSaka87 @R_K_Hoy @England Stay safe king. Don’t get yourself injured for that waistcoat wanker.,HOF,157
"@LoYaaro @BhootSantosh यह बात भी सही है,  कोई कैसे खुद को मूर्ख मान ले 😇",NOT,158
HE WROTE IN MY BOOK WTF AMBSKABSKANKSJAKAJAKANA IM SO MAD NOW HHHHHHDJSBJSJAKSKAA AND OTS IN PURPLE FUCKIN MARKER ????????? BITCH- GRRRGDJDBAJBSKA IM SO MAD RN,HOF,159
"@laluprasadrjd ओबीसी नहीं सब जाती का अलग गिनती हो ताकि सभी जातियों को राजनीतिक बल मिले और ओबीसी के नाम पर मूर्ख बनाकर आप जैसे लोग घोटाला ना कर सके,ओबीसी के नाम पर मुख्मंत्री खाली यादव  काहे बनेगा??बाकी ओबीसी जातियां सिर्फ गिनती के लिए हैं???",NOT,160
@JPNadda यही बाकी रह गया है अब??   #BengalBurning #bangalviolence #ममता_की_निर्ममता #BangalElection2021 https://t.co/0piae9G0el,NOT,161
India has got the worst finance minister and health minister ever. #IndiaCovidCrisis #ResignPMmodi #ModiKaVaccineJumla #COVIDEmergency,HOF,162
हक की आवाज को मजबूत कीजिए एक बार फिर से लिखिए #JusticeForShahabuddin,NOT,163
#kanyeka Son of a peasant Laban Machoka who strived by all means including paying school fees by providing services to the school by fetching water using a donkey-MIGORI EXPRESS. Listen to his story and get motivated by his words. Stay TUNED and let us know unatupata ukiwa wapi?,NOT,164
"@YParashari @BBCHindi अब होत का,जब कुतिया बिलबिलाए",HOF,165
सारे नियम कानून का पालन करते तो पांडव कभी युद्ध न जीत पाते। धर्म के लिए जो जिस भाषा मे समझे उसे उसी भाषा मे समझाओ। इसी को कृष्णनीति कहते है। #BengalBurning,NOT,166
ऐसे हाल में भी बनियागीरी चल रही  है .  इस देश को मोदी और योगी ही अब बचा सकते हैं ..  इस्तिफा  दे  कर .  जब जनता को आत्मनिर्भर ही  बनना है तो कुर्सी खली  की  जाए ..... #ResignModi @MJALSHRIKA  @Anas_Siddiqui07  @ndtvindia  @MediaCellSP  @asadowaisi https://t.co/Kl9dZFOAUs,NOT,167
@Adi25071131 @globaltimesnews @DrSJaishankar #XiJinping is a fraud ruler and what we want people should not support #china like #EU has taken now #phillipines also avoiding and rest of the world will hate China like anything.. ðððð¦  #chinavirus,HOF,168
